sequence_id,dataset,action_code,label,risk_level,frame_count,joint_count,coordinate_count,pose_shape,pose_array_path
S021C003P056R001A080,NTU,A080,squat_down,moderate_risk,52,25,3,"(52, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S021C003P056R001A080.npy
S021C003P056R002A080,NTU,A080,squat_down,moderate_risk,44,25,3,"(44, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S021C003P056R002A080.npy
S021C003P057R001A080,NTU,A080,squat_down,moderate_risk,42,25,3,"(42, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S021C003P057R001A080.npy
S021C003P057R002A080,NTU,A080,squat_down,moderate_risk,50,25,3,"(50, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S021C003P057R002A080.npy
S021C003P058R001A080,NTU,A080,squat_down,moderate_risk,46,25,3,"(46, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S021C003P058R001A080.npy
S021C003P058R002A080,NTU,A080,squat_down,moderate_risk,42,25,3,"(42, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S021C003P058R002A080.npy
S021C003P059R001A080,NTU,A080,squat_down,moderate_risk,51,25,3,"(51, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S021C003P059R001A080.npy
S021C003P059R002A080,NTU,A080,squat_down,moderate_risk,52,25,3,"(52, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S021C003P059R002A080.npy
S021C003P060R001A080,NTU,A080,squat_down,moderate_risk,57,25,3,"(57, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S021C003P060R001A080.npy
S021C003P060R002A080,NTU,A080,squat_down,moderate_risk,50,25,3,"(50, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S021C003P060R002A080.npy
S022C001P061R001A080,NTU,A080,squat_down,moderate_risk,33,25,3,"(33, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C001P061R001A080.npy
S022C001P061R002A080,NTU,A080,squat_down,moderate_risk,31,25,3,"(31, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C001P061R002A080.npy
S022C001P062R001A080,NTU,A080,squat_down,moderate_risk,38,25,3,"(38, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C001P062R001A080.npy
S022C001P062R002A080,NTU,A080,squat_down,moderate_risk,35,25,3,"(35, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C001P062R002A080.npy
S022C001P063R001A080,NTU,A080,squat_down,moderate_risk,37,25,3,"(37, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C001P063R001A080.npy
S022C001P063R002A080,NTU,A080,squat_down,moderate_risk,33,25,3,"(33, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C001P063R002A080.npy
S022C001P064R001A080,NTU,A080,squat_down,moderate_risk,30,25,3,"(30, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C001P064R001A080.npy
S022C001P064R002A080,NTU,A080,squat_down,moderate_risk,39,25,3,"(39, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C001P064R002A080.npy
S022C001P065R001A080,NTU,A080,squat_down,moderate_risk,42,25,3,"(42, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C001P065R001A080.npy
S022C001P065R002A080,NTU,A080,squat_down,moderate_risk,39,25,3,"(39, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C001P065R002A080.npy
S022C001P066R001A080,NTU,A080,squat_down,moderate_risk,35,25,3,"(35, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C001P066R001A080.npy
S022C001P066R002A080,NTU,A080,squat_down,moderate_risk,40,25,3,"(40, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C001P066R002A080.npy
S022C001P067R001A080,NTU,A080,squat_down,moderate_risk,24,25,3,"(24, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C001P067R001A080.npy
S022C001P067R002A080,NTU,A080,squat_down,moderate_risk,24,25,3,"(24, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C001P067R002A080.npy
S022C002P061R001A080,NTU,A080,squat_down,moderate_risk,33,25,3,"(33, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C002P061R001A080.npy
S022C002P061R002A080,NTU,A080,squat_down,moderate_risk,30,25,3,"(30, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C002P061R002A080.npy
S022C002P062R001A080,NTU,A080,squat_down,moderate_risk,39,25,3,"(39, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C002P062R001A080.npy
S022C002P062R002A080,NTU,A080,squat_down,moderate_risk,35,25,3,"(35, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C002P062R002A080.npy
S022C002P063R001A080,NTU,A080,squat_down,moderate_risk,35,25,3,"(35, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C002P063R001A080.npy
S022C002P063R002A080,NTU,A080,squat_down,moderate_risk,31,25,3,"(31, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C002P063R002A080.npy
S022C002P064R001A080,NTU,A080,squat_down,moderate_risk,28,25,3,"(28, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C002P064R001A080.npy
S022C002P064R002A080,NTU,A080,squat_down,moderate_risk,36,25,3,"(36, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C002P064R002A080.npy
S022C002P065R001A080,NTU,A080,squat_down,moderate_risk,42,25,3,"(42, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C002P065R001A080.npy
S022C002P065R002A080,NTU,A080,squat_down,moderate_risk,39,25,3,"(39, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C002P065R002A080.npy
S022C002P066R001A080,NTU,A080,squat_down,moderate_risk,34,25,3,"(34, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C002P066R001A080.npy
S022C002P066R002A080,NTU,A080,squat_down,moderate_risk,40,25,3,"(40, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C002P066R002A080.npy
S022C002P067R001A080,NTU,A080,squat_down,moderate_risk,24,25,3,"(24, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C002P067R001A080.npy
S022C002P067R002A080,NTU,A080,squat_down,moderate_risk,24,25,3,"(24, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C002P067R002A080.npy
S022C003P061R001A080,NTU,A080,squat_down,moderate_risk,43,25,3,"(43, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C003P061R001A080.npy
S022C003P061R002A080,NTU,A080,squat_down,moderate_risk,39,25,3,"(39, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C003P061R002A080.npy
S022C003P062R001A080,NTU,A080,squat_down,moderate_risk,50,25,3,"(50, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C003P062R001A080.npy
S022C003P062R002A080,NTU,A080,squat_down,moderate_risk,46,25,3,"(46, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C003P062R002A080.npy
S022C003P063R001A080,NTU,A080,squat_down,moderate_risk,48,25,3,"(48, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C003P063R001A080.npy
S022C003P063R002A080,NTU,A080,squat_down,moderate_risk,44,25,3,"(44, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C003P063R002A080.npy
S022C003P064R001A080,NTU,A080,squat_down,moderate_risk,39,25,3,"(39, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C003P064R001A080.npy
S022C003P064R002A080,NTU,A080,squat_down,moderate_risk,50,25,3,"(50, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C003P064R002A080.npy
S022C003P065R001A080,NTU,A080,squat_down,moderate_risk,54,25,3,"(54, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C003P065R001A080.npy
S022C003P065R002A080,NTU,A080,squat_down,moderate_risk,51,25,3,"(51, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C003P065R002A080.npy
S022C003P066R001A080,NTU,A080,squat_down,moderate_risk,46,25,3,"(46, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C003P066R001A080.npy
S022C003P066R002A080,NTU,A080,squat_down,moderate_risk,53,25,3,"(53, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C003P066R002A080.npy
S022C003P067R001A080,NTU,A080,squat_down,moderate_risk,32,25,3,"(32, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C003P067R001A080.npy
S022C003P067R002A080,NTU,A080,squat_down,moderate_risk,31,25,3,"(31, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S022C003P067R002A080.npy
S023C001P055R001A080,NTU,A080,squat_down,moderate_risk,35,25,3,"(35, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C001P055R001A080.npy
S023C001P055R002A080,NTU,A080,squat_down,moderate_risk,68,25,3,"(68, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C001P055R002A080.npy
S023C001P056R001A080,NTU,A080,squat_down,moderate_risk,36,25,3,"(36, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C001P056R001A080.npy
S023C001P056R002A080,NTU,A080,squat_down,moderate_risk,35,25,3,"(35, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C001P056R002A080.npy
S023C001P057R001A080,NTU,A080,squat_down,moderate_risk,36,25,3,"(36, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C001P057R001A080.npy
S023C001P057R002A080,NTU,A080,squat_down,moderate_risk,29,25,3,"(29, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C001P057R002A080.npy
S023C001P058R001A080,NTU,A080,squat_down,moderate_risk,32,25,3,"(32, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C001P058R001A080.npy
S023C001P058R002A080,NTU,A080,squat_down,moderate_risk,32,25,3,"(32, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C001P058R002A080.npy
S023C001P059R001A080,NTU,A080,squat_down,moderate_risk,31,25,3,"(31, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C001P059R001A080.npy
S023C001P059R002A080,NTU,A080,squat_down,moderate_risk,34,25,3,"(34, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C001P059R002A080.npy
S023C001P060R001A080,NTU,A080,squat_down,moderate_risk,35,25,3,"(35, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C001P060R001A080.npy
S023C001P060R002A080,NTU,A080,squat_down,moderate_risk,32,25,3,"(32, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C001P060R002A080.npy
S023C001P061R001A080,NTU,A080,squat_down,moderate_risk,29,25,3,"(29, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C001P061R001A080.npy
S023C001P061R002A080,NTU,A080,squat_down,moderate_risk,34,25,3,"(34, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C001P061R002A080.npy
S023C001P062R001A080,NTU,A080,squat_down,moderate_risk,35,25,3,"(35, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C001P062R001A080.npy
S023C001P062R002A080,NTU,A080,squat_down,moderate_risk,28,25,3,"(28, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C001P062R002A080.npy
S023C001P063R001A080,NTU,A080,squat_down,moderate_risk,36,25,3,"(36, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C001P063R001A080.npy
S023C001P063R002A080,NTU,A080,squat_down,moderate_risk,30,25,3,"(30, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C001P063R002A080.npy
S023C001P064R001A080,NTU,A080,squat_down,moderate_risk,35,25,3,"(35, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C001P064R001A080.npy
S023C001P064R002A080,NTU,A080,squat_down,moderate_risk,42,25,3,"(42, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C001P064R002A080.npy
S023C001P065R001A080,NTU,A080,squat_down,moderate_risk,35,25,3,"(35, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C001P065R001A080.npy
S023C001P065R002A080,NTU,A080,squat_down,moderate_risk,33,25,3,"(33, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C001P065R002A080.npy
S023C001P066R001A080,NTU,A080,squat_down,moderate_risk,33,25,3,"(33, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C001P066R001A080.npy
S023C001P066R002A080,NTU,A080,squat_down,moderate_risk,44,25,3,"(44, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C001P066R002A080.npy
S023C001P067R001A080,NTU,A080,squat_down,moderate_risk,19,25,3,"(19, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C001P067R001A080.npy
S023C001P067R002A080,NTU,A080,squat_down,moderate_risk,24,25,3,"(24, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C001P067R002A080.npy
S023C001P068R001A080,NTU,A080,squat_down,moderate_risk,34,25,3,"(34, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C001P068R001A080.npy
S023C001P068R002A080,NTU,A080,squat_down,moderate_risk,36,25,3,"(36, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C001P068R002A080.npy
S023C002P055R001A080,NTU,A080,squat_down,moderate_risk,34,25,3,"(34, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C002P055R001A080.npy
S023C002P055R002A080,NTU,A080,squat_down,moderate_risk,68,25,3,"(68, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C002P055R002A080.npy
S023C002P056R001A080,NTU,A080,squat_down,moderate_risk,36,25,3,"(36, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C002P056R001A080.npy
S023C002P056R002A080,NTU,A080,squat_down,moderate_risk,35,25,3,"(35, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C002P056R002A080.npy
S023C002P057R001A080,NTU,A080,squat_down,moderate_risk,37,25,3,"(37, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C002P057R001A080.npy
S023C002P057R002A080,NTU,A080,squat_down,moderate_risk,29,25,3,"(29, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C002P057R002A080.npy
S023C002P058R001A080,NTU,A080,squat_down,moderate_risk,32,25,3,"(32, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C002P058R001A080.npy
S023C002P058R002A080,NTU,A080,squat_down,moderate_risk,31,25,3,"(31, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C002P058R002A080.npy
S023C002P059R001A080,NTU,A080,squat_down,moderate_risk,32,25,3,"(32, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C002P059R001A080.npy
S023C002P059R002A080,NTU,A080,squat_down,moderate_risk,34,25,3,"(34, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C002P059R002A080.npy
S023C002P060R001A080,NTU,A080,squat_down,moderate_risk,36,25,3,"(36, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C002P060R001A080.npy
S023C002P060R002A080,NTU,A080,squat_down,moderate_risk,32,25,3,"(32, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C002P060R002A080.npy
S023C002P061R001A080,NTU,A080,squat_down,moderate_risk,29,25,3,"(29, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C002P061R001A080.npy
S023C002P061R002A080,NTU,A080,squat_down,moderate_risk,34,25,3,"(34, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C002P061R002A080.npy
S023C002P062R001A080,NTU,A080,squat_down,moderate_risk,34,25,3,"(34, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C002P062R001A080.npy
S023C002P062R002A080,NTU,A080,squat_down,moderate_risk,28,25,3,"(28, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C002P062R002A080.npy
S023C002P063R001A080,NTU,A080,squat_down,moderate_risk,37,25,3,"(37, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C002P063R001A080.npy
S023C002P063R002A080,NTU,A080,squat_down,moderate_risk,30,25,3,"(30, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C002P063R002A080.npy
S023C002P064R001A080,NTU,A080,squat_down,moderate_risk,35,25,3,"(35, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C002P064R001A080.npy
S023C002P064R002A080,NTU,A080,squat_down,moderate_risk,42,25,3,"(42, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C002P064R002A080.npy
S023C002P065R001A080,NTU,A080,squat_down,moderate_risk,36,25,3,"(36, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C002P065R001A080.npy
S023C002P065R002A080,NTU,A080,squat_down,moderate_risk,33,25,3,"(33, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C002P065R002A080.npy
S023C002P066R001A080,NTU,A080,squat_down,moderate_risk,33,25,3,"(33, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C002P066R001A080.npy
S023C002P066R002A080,NTU,A080,squat_down,moderate_risk,42,25,3,"(42, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C002P066R002A080.npy
S023C002P067R001A080,NTU,A080,squat_down,moderate_risk,20,25,3,"(20, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C002P067R001A080.npy
S023C002P067R002A080,NTU,A080,squat_down,moderate_risk,23,25,3,"(23, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C002P067R002A080.npy
S023C002P068R001A080,NTU,A080,squat_down,moderate_risk,34,25,3,"(34, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C002P068R001A080.npy
S023C002P068R002A080,NTU,A080,squat_down,moderate_risk,36,25,3,"(36, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C002P068R002A080.npy
S023C003P055R001A080,NTU,A080,squat_down,moderate_risk,45,25,3,"(45, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C003P055R001A080.npy
S023C003P055R002A080,NTU,A080,squat_down,moderate_risk,89,25,3,"(89, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C003P055R002A080.npy
S023C003P056R001A080,NTU,A080,squat_down,moderate_risk,46,25,3,"(46, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C003P056R001A080.npy
S023C003P056R002A080,NTU,A080,squat_down,moderate_risk,44,25,3,"(44, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C003P056R002A080.npy
S023C003P057R001A080,NTU,A080,squat_down,moderate_risk,47,25,3,"(47, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C003P057R001A080.npy
S023C003P057R002A080,NTU,A080,squat_down,moderate_risk,38,25,3,"(38, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C003P057R002A080.npy
S023C003P058R001A080,NTU,A080,squat_down,moderate_risk,41,25,3,"(41, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C003P058R001A080.npy
S023C003P058R002A080,NTU,A080,squat_down,moderate_risk,40,25,3,"(40, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C003P058R002A080.npy
S023C003P059R001A080,NTU,A080,squat_down,moderate_risk,40,25,3,"(40, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C003P059R001A080.npy
S023C003P059R002A080,NTU,A080,squat_down,moderate_risk,44,25,3,"(44, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C003P059R002A080.npy
S023C003P060R001A080,NTU,A080,squat_down,moderate_risk,45,25,3,"(45, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C003P060R001A080.npy
S023C003P060R002A080,NTU,A080,squat_down,moderate_risk,41,25,3,"(41, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C003P060R002A080.npy
S023C003P061R001A080,NTU,A080,squat_down,moderate_risk,38,25,3,"(38, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C003P061R001A080.npy
S023C003P061R002A080,NTU,A080,squat_down,moderate_risk,44,25,3,"(44, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C003P061R002A080.npy
S023C003P062R001A080,NTU,A080,squat_down,moderate_risk,45,25,3,"(45, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C003P062R001A080.npy
S023C003P062R002A080,NTU,A080,squat_down,moderate_risk,37,25,3,"(37, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C003P062R002A080.npy
S023C003P063R001A080,NTU,A080,squat_down,moderate_risk,48,25,3,"(48, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C003P063R001A080.npy
S023C003P063R002A080,NTU,A080,squat_down,moderate_risk,38,25,3,"(38, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C003P063R002A080.npy
S023C003P064R001A080,NTU,A080,squat_down,moderate_risk,45,25,3,"(45, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C003P064R001A080.npy
S023C003P064R002A080,NTU,A080,squat_down,moderate_risk,53,25,3,"(53, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C003P064R002A080.npy
S023C003P065R001A080,NTU,A080,squat_down,moderate_risk,45,25,3,"(45, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C003P065R001A080.npy
S023C003P065R002A080,NTU,A080,squat_down,moderate_risk,42,25,3,"(42, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C003P065R002A080.npy
S023C003P066R001A080,NTU,A080,squat_down,moderate_risk,43,25,3,"(43, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C003P066R001A080.npy
S023C003P066R002A080,NTU,A080,squat_down,moderate_risk,56,25,3,"(56, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A080\S023C003P066R002A080.npy
